id,experiment,model,disease,variable,tag,score,ranking
1617,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,290
1546,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,291
1107,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,292
1160,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,293
1166,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,294
875,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,295
1023,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,296
1335,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,297
1597,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,298
1538,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,299
1044,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,300
1611,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,301
833,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,302
1630,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,303
1302,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,304
1273,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,305
1473,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,306
1602,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,307
1551,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,308
1577,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,309
1535,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,310
1327,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,311
1418,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,312
1366,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,313
1014,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,314
1187,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,315
1120,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,316
1257,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,317
870,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.5,318
1249,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.4375,319
1321,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.4375,320
1654,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.4375,321
1258,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.375,322
1189,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.3125,323
1042,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.3125,324
1173,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.3125,325
1153,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.3125,326
893,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.3125,327
1085,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.3125,328
1413,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.3125,329
904,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.3125,330
939,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.3125,331
1294,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.3125,332
1056,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.3125,333
1194,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,334
1415,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,335
1351,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,336
968,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,337
794,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,338
1295,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,339
1041,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,340
1277,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,341
1484,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,342
1463,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,343
967,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,344
1399,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,345
1615,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,346
798,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,347
1175,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,348
1201,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,349
1093,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,350
1541,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,351
1111,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,352
1322,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,353
1244,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,354
815,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,355
1406,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,356
869,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,357
1232,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,358
1292,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,359
955,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,360
1278,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,361
806,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,362
855,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,363
1296,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,364
1438,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,365
841,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,366
838,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,367
1288,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,368
1430,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,369
1073,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,370
778,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,371
1237,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,372
1440,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,373
828,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,374
1105,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,375
1054,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,376
1517,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,377
1027,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,378
1168,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,379
1328,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,380
1125,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,381
1411,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,382
1281,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,383
950,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,384
846,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,385
973,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,386
1242,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,387
1493,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,388
1408,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,389
1063,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,390
930,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,391
837,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,392
1364,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,393
1121,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,394
1151,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,395
1368,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,396
813,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,397
783,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,398
1297,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,399
966,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,400
1635,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,401
1009,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,402
861,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,403
1451,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,404
1018,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,405
1002,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,406
1508,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,407
996,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,408
1228,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,409
1509,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,410
1246,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,411
1629,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,412
1643,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,413
801,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,414
1363,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,415
1367,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,416
965,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,417
1255,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,418
1481,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,419
1592,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,420
1587,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,421
879,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,422
1004,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,423
1514,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,424
1472,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,425
897,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,426
808,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,427
906,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,428
901,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,429
1196,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,430
888,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,431
1344,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,432
1439,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,433
1251,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,434
1379,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,435
782,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,436
1142,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,437
1492,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,438
1475,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,439
1098,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,440
1608,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,441
1471,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,442
1603,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,443
1405,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,444
1090,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,445
1421,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,446
1234,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,447
856,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,448
1169,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,449
1552,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,450
850,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,451
1077,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,452
1272,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,453
865,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,454
1377,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,455
1559,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,456
1128,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,457
797,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,458
805,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,459
1100,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,460
1118,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,461
1076,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,462
1329,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,463
1391,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,464
1195,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,465
1243,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,466
1104,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,467
1465,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,468
1527,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,469
1305,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,470
1618,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,471
1468,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,472
1483,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,473
993,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,474
1381,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,475
873,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,476
1177,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,477
1174,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,478
1482,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,479
892,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,480
1227,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,481
992,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,482
1467,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,483
765,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,484
1052,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,485
1253,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,486
1397,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,487
1164,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,488
1515,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,489
1106,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,490
1519,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,491
898,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,492
1580,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,493
1157,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,494
1549,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,495
802,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,496
1594,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,497
1220,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,498
1079,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,499
1315,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,500
1491,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,501
1101,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,502
1362,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,503
1486,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,504
984,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,505
1616,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,506
1424,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,507
1152,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,508
1286,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,509
872,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,510
1134,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,511
1488,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,512
1145,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,513
1262,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,514
1006,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,515
1136,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,516
785,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,517
1401,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,518
991,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,519
983,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,520
819,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,521
1282,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,522
1513,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,523
1506,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,524
788,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,525
1088,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,526
924,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,527
857,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.25,528
1225,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.1875,529
859,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.1875,530
1320,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.1875,531
935,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.1875,532
1532,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.1875,533
769,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.1875,534
1165,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.1875,535
1389,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.1875,536
1476,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.1875,537
971,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.125,538
777,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0625,539
1332,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0625,540
907,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0625,541
1230,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0625,542
1434,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0625,543
997,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0625,544
972,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0625,545
1267,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0625,546
1589,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0625,547
934,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0625,548
776,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0625,549
1043,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0625,550
1581,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0625,551
1350,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,552
1250,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,553
1495,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,554
1231,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,555
1146,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,556
831,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,557
1178,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,558
868,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,559
1057,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,560
1082,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,561
1238,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,562
786,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,563
1261,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,564
1211,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,565
1202,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,566
1636,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,567
1529,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,568
884,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,569
1613,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,570
761,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,571
1020,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,572
760,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,573
1576,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,574
1072,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,575
1446,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,576
1402,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,577
818,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,578
1420,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,579
771,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,580
1524,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,581
956,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,582
1190,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,583
1437,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,584
990,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,585
800,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,586
1346,h-05-single-answer-2-confidence,gpt-4o-mini,ebola,rainfall,0.0,0.0,587
